freq,unit,incgrp,age,sex,geo,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2024,2025,time,values
A,PC,A_MD60,Y18-64,T,PL,,,8.8,6.2,5.5,5.0,3.5,4.0,4.2,4.8,5.1,4.5,1.7,1.2,2015,3.5
A,PC,A_MD60,Y18-64,T,RO,,,,,10.8,11.3,8.7,8.5,6.4,9.9,8.9,7.5,2.0,2.6,2015,6.6
A,PC,A_MD60,Y18-64,T,SK,,,7.3,8.2,11.8,1.7,4.7,3.2,3.4,3.1,3.6,4.5,1.6,,2015,4.9
A,PC,A_MD60,Y20-24,F,AT,,4.0,2.0,1.7,1.6,3.2,0.9,1.0,2.6,4.0,1.8,2.7,2.3,,2015,3.6
A,PC,A_MD60,Y20-24,F,CZ,,,7.1,6.0,5.6,5.1,3.8,5.0,5.6,4.6,7.6,7.7,7.4,6.4,2015,6.1
A,PC,A_MD60,Y20-24,F,HU,,,11.8,8.1,9.4,9.7,4.7,8.1,7.8,10.9,8.4,10.0,5.8,4.2,2015,3.7
A,PC,A_MD60,Y20-24,F,PL,,,9.8,7.2,6.4,6.2,5.4,5.6,5.4,5.6,7.2,5.4,1.7,0.9,2015,5.8
A,PC,A_MD60,Y20-24,F,RO,,,,,9.1,11.1,6.6,8.0,6.8,9.2,7.2,7.3,5.3,9.2,2015,5.6
A,PC,A_MD60,Y20-24,F,SK,,,4.9,5.5,10.3,0.2,2.9,2.0,3.5,1.6,2.2,2.6,1.1,,2015,4.1
A,PC,A_MD60,Y20-24,M,AT,,4.5,1.6,2.3,0.8,3.8,1.8,3.3,1.0,1.5,2.3,0.9,1.1,,2015,2.4
A,PC,A_MD60,Y20-24,M,CZ,,,6.5,3.7,3.1,5.7,3.0,4.0,5.7,6.0,5.2,6.3,4.9,2.9,2015,5.1
A,PC,A_MD60,Y20-24,M,HU,,,11.5,5.2,6.7,7.0,3.0,7.1,7.7,11.3,9.9,8.1,3.2,6.3,2015,3.9
A,PC,A_MD60,Y20-24,M,PL,,,7.8,4.8,4.3,5.5,3.2,3.3,2.5,4.5,4.4,4.0,1.5,1.2,2015,3.4
A,PC,A_MD60,Y20-24,M,RO,,,,,11.2,8.6,9.5,9.0,4.3,7.7,9.9,6.8,3.2,6.5,2015,8.0
A,PC,A_MD60,Y20-24,M,SK,,,5.8,3.8,7.1,0.6,0.8,0.3,1.9,1.3,2.3,2.3,2.1,,2015,2.6
A,PC,A_MD60,Y20-24,T,AT,,4.2,1.8,2.0,1.2,3.5,1.4,2.3,1.8,2.6,2.1,1.6,1.6,,2015,2.9
A,PC,A_MD60,Y20-24,T,CZ,,,6.8,4.8,4.3,5.4,3.4,4.5,5.6,5.3,6.3,7.0,6.1,4.4,2015,5.6
A,PC,A_MD60,Y20-24,T,HU,,,11.7,6.6,8.0,8.2,3.8,7.6,7.8,11.1,9.2,9.0,4.5,5.3,2015,3.8
A,PC,A_MD60,Y20-24,T,PL,,,8.7,6.0,5.4,5.8,4.3,4.4,3.9,5.0,5.7,4.7,1.6,1.1,2015,4.6
A,PC,A_MD60,Y20-24,T,RO,,,,,10.2,9.8,8.1,8.5,5.4,8.4,8.6,7.0,4.2,7.9,2015,6.9
A,PC,A_MD60,Y20-24,T,SK,,,5.4,4.6,8.6,0.4,1.8,1.1,2.6,1.4,2.3,2.4,1.7,,2015,3.3
A,PC,A_MD60,Y20-29,F,AT,,4.6,1.8,2.3,2.4,2.8,2.6,2.7,3.3,4.6,3.0,3.0,3.2,,2015,3.6
A,PC,A_MD60,Y20-29,F,CZ,,,6.7,7.4,6.2,9.2,5.9,6.0,6.2,4.5,8.0,7.9,9.7,6.5,2015,6.6
A,PC,A_MD60,Y20-29,F,HU,,,14.7,8.6,9.2,8.6,5.4,8.8,9.0,12.4,9.4,10.5,5.5,3.5,2015,4.6
A,PC,A_MD60,Y20-29,F,PL,,,9.3,6.9,6.8,5.2,4.2,5.0,5.1,5.9,6.8,6.4,2.2,1.5,2015,4.8
A,PC,A_MD60,Y20-29,F,RO,,,,,8.2,10.1,8.5,9.6,7.1,9.7,7.7,6.3,4.6,6.1,2015,6.5
A,PC,A_MD60,Y20-29,F,SK,,,5.4,6.5,10.8,0.8,4.4,2.4,3.0,2.4,2.7,3.7,1.5,,2015,5.1
A,PC,A_MD60,Y20-29,M,AT,,3.9,1.6,2.3,2.3,3.8,2.1,2.5,2.1,2.9,3.1,1.6,2.1,,2015,2.2
A,PC,A_MD60,Y20-29,M,CZ,,,7.0,7.4,4.5,7.1,4.7,4.9,5.3,5.5,7.9,7.3,6.7,4.4,2015,6.5
A,PC,A_MD60,Y20-29,M,HU,,,12.0,7.6,8.0,7.6,4.3,6.8,7.6,11.0,8.8,7.5,6.6,6.1,2015,3.3
A,PC,A_MD60,Y20-29,M,PL,,,8.0,4.9,5.0,4.3,3.2,4.4,3.2,5.0,4.4,4.5,2.0,1.4,2015,3.2
A,PC,A_MD60,Y20-29,M,RO,,,,,9.2,9.0,8.3,8.4,5.7,7.9,7.5,5.4,3.4,5.3,2015,5.7
A,PC,A_MD60,Y20-29,M,SK,,,5.3,4.8,7.9,1.3,2.2,1.7,2.4,1.6,2.0,3.5,2.1,,2015,3.6
A,PC,A_MD60,Y20-29,T,AT,,4.3,1.7,2.3,2.3,3.3,2.3,2.6,2.7,3.7,3.1,2.3,2.6,,2015,2.8
A,PC,A_MD60,Y20-29,T,CZ,,,6.9,7.4,5.3,8.1,5.3,5.5,5.8,5.1,8.0,7.6,8.1,5.4,2015,6.6
A,PC,A_MD60,Y20-29,T,HU,,,13.3,8.1,8.6,8.1,4.8,7.8,8.3,11.7,9.1,9.0,6.1,4.8,2015,3.9
A,PC,A_MD60,Y20-29,T,PL,,,8.6,5.9,5.9,4.8,3.7,4.7,4.1,5.4,5.6,5.4,2.1,1.5,2015,4.0
A,PC,A_MD60,Y20-29,T,RO,,,,,8.7,9.5,8.4,9.0,6.4,8.8,7.6,5.8,4.0,5.7,2015,6.1
A,PC,A_MD60,Y20-29,T,SK,,,5.3,5.7,9.3,1.0,3.2,2.0,2.7,1.9,2.3,3.6,1.8,,2015,4.3
A,PC,A_MD60,Y25-29,F,AT,,5.2,1.5,3.1,3.3,2.3,4.5,4.4,3.9,5.1,4.2,3.3,3.9,,2015,3.6
A,PC,A_MD60,Y25-29,F,CZ,,,6.4,8.4,6.6,12.4,7.5,6.7,6.7,4.5,8.5,8.0,11.6,6.6,2015,7.0
A,PC,A_MD60,Y25-29,F,HU,,,16.9,9.0,9.0,7.8,6.2,9.6,10.3,14.5,10.6,11.0,5.2,2.7,2015,5.4
A,PC,A_MD60,Y25-29,F,PL,,,8.8,6.6,7.2,4.4,3.1,4.5,4.8,6.1,6.4,7.1,2.7,2.0,2015,4.1
A,PC,A_MD60,Y25-29,F,RO,,,,,7.3,9.1,10.7,11.5,7.4,10.1,8.1,5.5,3.9,2.7,2015,7.2
A,PC,A_MD60,Y25-29,F,SK,,,6.0,7.8,11.4,1.4,6.0,2.8,2.5,3.2,3.2,4.5,1.7,,2015,5.9
A,PC,A_MD60,Y25-29,M,AT,,3.4,1.7,2.2,4.0,3.9,2.5,1.5,3.4,4.6,4.1,2.6,2.9,,2015,1.9
A,PC,A_MD60,Y25-29,M,CZ,,,7.4,9.9,5.5,8.1,6.1,5.7,5.0,5.2,10.2,8.1,8.2,6.0,2015,7.8
A,PC,A_MD60,Y25-29,M,HU,,,12.4,9.7,9.2,8.1,5.6,6.3,7.5,10.5,7.4,6.8,10.0,5.8,2015,2.6
A,PC,A_MD60,Y25-29,M,PL,,,8.2,5.0,5.7,3.2,3.3,5.3,3.9,5.4,4.5,4.8,2.4,1.5,2015,2.9
A,PC,A_MD60,Y25-29,M,RO,,,,,7.4,9.4,6.9,7.9,7.2,8.2,5.3,4.3,3.6,4.1,2015,3.7
A,PC,A_MD60,Y25-29,M,SK,,,4.7,6.0,8.7,1.9,3.6,3.1,2.9,1.9,1.6,4.4,2.0,,2015,4.6
A,PC,A_MD60,Y25-29,T,AT,,4.3,1.6,2.6,3.6,3.1,3.5,3.0,3.7,4.9,4.1,3.0,3.3,,2015,2.8
A,PC,A_MD60,Y25-29,T,CZ,,,6.9,9.2,6.0,10.2,6.8,6.2,5.9,4.8,9.4,8.1,9.9,6.3,2015,7.4
A,PC,A_MD60,Y25-29,T,HU,,,14.6,9.3,9.1,8.0,5.9,7.9,8.8,12.4,9.0,8.9,7.7,4.2,2015,4.0
A,PC,A_MD60,Y25-29,T,PL,,,8.5,5.8,6.4,3.8,3.2,4.9,4.3,5.8,5.4,5.9,2.5,1.8,2015,3.5
A,PC,A_MD60,Y25-29,T,RO,,,,,7.3,9.3,8.7,9.5,7.3,9.1,6.6,4.9,3.8,3.4,2015,5.4
A,PC,A_MD60,Y25-29,T,SK,,,5.3,6.9,10.0,1.7,4.7,3.0,2.7,2.5,2.3,4.4,1.9,,2015,5.2
A,PC,A_MD60,Y6-11,F,AT,,1.4,0.0,1.0,0.9,2.4,1.1,1.6,1.7,0.9,1.1,0.0,0.2,,2015,0.5
A,PC,A_MD60,Y6-11,F,CZ,,,5.0,5.8,6.6,9.5,3.2,4.8,5.0,2.5,5.0,3.0,4.3,4.0,2015,4.4
A,PC,A_MD60,Y6-11,F,HU,,,17.0,7.5,6.4,7.2,3.5,8.9,8.6,12.1,13.2,10.0,3.2,3.8,2015,6.3
A,PC,A_MD60,Y6-11,F,PL,,,6.1,5.9,4.1,3.5,2.2,3.7,3.7,3.8,4.5,3.1,1.7,1.0,2015,2.6
A,PC,A_MD60,Y6-11,F,RO,,,,,11.6,9.0,5.7,6.6,7.9,9.7,8.2,7.3,0.9,3.8,2015,7.3
A,PC,A_MD60,Y6-11,F,SK,,,6.9,7.2,13.2,2.7,2.8,2.4,3.9,5.5,6.5,8.4,0.1,,2015,9.7
A,PC,A_MD60,Y6-11,M,AT,,0.0,0.3,1.4,1.2,1.7,1.6,1.9,2.8,0.6,1.4,0.8,0.4,,2015,1.8
A,PC,A_MD60,Y6-11,M,CZ,,,6.6,5.9,5.8,10.7,4.5,3.6,4.6,3.1,7.6,6.2,5.1,3.8,2015,3.4
A,PC,A_MD60,Y6-11,M,HU,,,13.8,7.7,7.0,8.2,6.2,6.3,8.4,12.6,11.0,6.3,4.3,1.9,2015,3.4
A,PC,A_MD60,Y6-11,M,PL,,,6.0,5.0,4.0,2.8,1.7,2.9,2.9,5.1,4.8,3.8,1.1,0.6,2015,3.7
A,PC,A_MD60,Y6-11,M,RO,,,,,9.1,7.7,7.9,8.5,8.0,9.7,10.1,6.5,1.4,1.4,2015,4.6
A,PC,A_MD60,Y6-11,M,SK,,,8.0,4.7,14.6,2.7,5.3,4.1,6.5,4.3,5.5,5.3,0.5,,2015,7.7
A,PC,A_MD60,Y6-11,T,AT,,0.7,0.1,1.2,1.1,2.1,1.3,1.8,2.3,0.8,1.2,0.4,0.3,,2015,1.1
A,PC,A_MD60,Y6-11,T,CZ,,,5.8,5.8,6.2,10.1,3.9,4.1,4.8,2.8,6.5,4.7,4.7,3.9,2015,3.8
A,PC,A_MD60,Y6-11,T,HU,,,15.4,7.6,6.7,7.7,4.9,7.6,8.5,12.3,12.1,8.1,3.7,2.8,2015,4.8
A,PC,A_MD60,Y6-11,T,PL,,,6.0,5.4,4.0,3.1,2.0,3.3,3.3,4.4,4.7,3.5,1.4,0.8,2015,3.2
A,PC,A_MD60,Y6-11,T,RO,,,,,10.4,8.4,6.9,7.6,8.0,9.7,9.2,6.9,1.2,2.6,2015,5.9
A,PC,A_MD60,Y6-11,T,SK,,,7.5,5.9,14.0,2.7,4.2,3.3,5.3,4.9,6.0,6.7,0.3,,2015,8.7
A,PC,A_MD60,Y_GE65,F,AT,,3.0,2.0,3.1,3.8,10.8,9.8,7.7,10.5,3.0,2.7,2.4,2.2,,2015,2.8
A,PC,A_MD60,Y_GE65,F,CZ,,,11.7,15.3,15.5,16.1,13.9,13.4,13.5,15.3,15.6,14.5,8.0,7.7,2015,13.1
A,PC,A_MD60,Y_GE65,F,HU,,,12.1,9.1,9.0,8.9,6.5,9.4,11.2,12.7,10.0,9.4,3.9,2.7,2015,5.6
A,PC,A_MD60,Y_GE65,F,PL,,,13.9,13.1,11.4,11.2,10.6,10.8,11.6,10.4,9.2,9.0,2.7,2.1,2015,6.9
A,PC,A_MD60,Y_GE65,F,RO,,,,,21.9,22.6,14.5,15.0,9.1,17.1,15.2,13.7,3.2,2.5,2015,11.8
A,PC,A_MD60,Y_GE65,F,SK,,,21.8,37.5,28.7,13.8,11.8,8.5,7.2,9.3,7.3,6.8,1.6,,2015,7.4
A,PC,A_MD60,Y_GE65,M,AT,,2.9,0.9,1.4,1.5,3.9,3.9,4.4,3.7,1.4,1.7,0.7,1.2,,2015,1.2
A,PC,A_MD60,Y_GE65,M,CZ,,,9.2,10.0,10.5,11.7,8.1,7.5,7.9,9.4,8.0,7.5,5.2,4.9,2015,8.1
A,PC,A_MD60,Y_GE65,M,HU,,,8.2,4.5,4.9,4.6,3.5,5.4,6.0,6.1,5.9,4.3,3.2,1.8,2015,2.4
A,PC,A_MD60,Y_GE65,M,PL,,,7.0,5.6,6.1,5.0,6.0,6.0,4.6,5.0,4.4,4.0,1.7,1.3,2015,2.5
A,PC,A_MD60,Y_GE65,M,RO,,,,,16.4,15.8,11.2,10.2,7.3,10.0,9.7,8.9,2.1,2.0,2015,6.2
A,PC,A_MD60,Y_GE65,M,SK,,,17.5,21.9,22.0,6.5,7.4,3.9,5.0,6.0,5.3,5.0,1.1,,2015,4.6
A,PC,A_MD60,Y_GE65,T,AT,,3.0,1.6,2.3,2.8,7.7,7.2,6.3,7.5,2.3,2.2,1.7,1.7,,2015,2.1
A,PC,A_MD60,Y_GE65,T,CZ,,,10.7,13.1,13.3,14.2,11.4,10.7,11.0,12.8,12.3,11.4,6.8,6.5,2015,10.9
A,PC,A_MD60,Y_GE65,T,HU,,,10.6,7.4,7.4,7.3,5.4,7.9,9.3,10.2,8.5,7.5,3.6,2.3,2015,4.5
A,PC,A_MD60,Y_GE65,T,PL,,,11.2,10.2,9.3,8.8,8.8,8.9,8.8,8.2,7.3,7.0,2.3,1.7,2015,5.2
A,PC,A_MD60,Y_GE65,T,RO,,,,,19.4,19.6,13.0,12.9,8.3,14.1,12.8,11.6,2.7,2.3,2015,9.4
A,PC,A_MD60,Y_GE65,T,SK,,,19.9,31.5,26.0,10.9,10.0,6.7,6.3,8.0,6.5,6.1,1.4,,2015,6.3
A,PC,A_MD60,Y_LT18,F,AT,,1.9,0.2,1.1,1.0,1.1,1.0,0.6,0.9,1.2,1.2,0.9,0.7,,2015,1.2
A,PC,A_MD60,Y_LT18,F,CZ,,,5.5,5.6,5.5,9.3,3.6,3.8,4.3,3.5,5.4,4.0,4.4,3.5,2015,3.8
A,PC,A_MD60,Y_LT18,F,HU,,,16.5,7.1,6.9,7.4,3.5,8.0,8.8,12.1,13.4,8.4,3.8,2.4,2015,4.4
A,PC,A_MD60,Y_LT18,F,PL,,,6.1,4.8,3.5,2.5,2.5,3.6,3.4,3.6,5.0,3.3,1.6,0.6,2015,2.4
A,PC,A_MD60,Y_LT18,F,RO,,,,,8.2,8.8,6.4,7.2,6.0,8.7,7.6,6.4,0.8,1.7,2015,6.0
A,PC,A_MD60,Y_LT18,F,SK,,,6.1,6.2,11.5,1.4,4.4,3.8,4.4,5.8,4.8,7.1,2.0,,2015,7.6
A,PC,A_MD60,Y_LT18,M,AT,,1.4,0.2,0.7,1.2,0.8,1.2,1.6,2.5,0.6,1.0,0.8,0.5,,2015,1.0
A,PC,A_MD60,Y_LT18,M,CZ,,,6.6,7.6,6.5,10.1,4.6,3.6,3.7,4.2,6.9,4.9,4.5,3.8,2015,4.1
A,PC,A_MD60,Y_LT18,M,HU,,,15.4,7.5,7.6,7.1,6.2,7.4,8.7,11.3,10.5,9.1,3.8,1.7,2015,3.4
A,PC,A_MD60,Y_LT18,M,PL,,,6.7,5.0,4.0,3.3,2.3,3.1,3.0,4.8,5.3,4.3,1.4,0.6,2015,3.2
A,PC,A_MD60,Y_LT18,M,RO,,,,,9.1,8.2,7.6,8.1,8.1,9.5,8.9,6.6,1.5,0.9,2015,4.4
A,PC,A_MD60,Y_LT18,M,SK,,,7.8,7.0,13.0,2.4,6.2,3.9,4.2,4.4,5.3,5.8,0.9,,2015,6.9
A,PC,A_MD60,Y_LT18,T,AT,,1.6,0.2,0.9,1.1,0.9,1.1,1.1,1.7,0.9,1.1,0.9,0.6,,2015,1.1
A,PC,A_MD60,Y_LT18,T,CZ,,,6.1,6.6,6.0,9.7,4.1,3.7,3.9,3.9,6.2,4.4,4.4,3.7,2015,4.0
A,PC,A_MD60,Y_LT18,T,HU,,,16.0,7.3,7.3,7.3,4.9,7.7,8.8,11.7,11.9,8.8,3.8,2.0,2015,3.9
A,PC,A_MD60,Y_LT18,T,PL,,,6.4,4.9,3.8,2.9,2.4,3.3,3.2,4.2,5.2,3.8,1.5,0.6,2015,2.8
A,PC,A_MD60,Y_LT18,T,RO,,,,,8.7,8.5,7.0,7.7,7.1,9.1,8.3,6.5,1.2,1.3,2015,5.2
A,PC,A_MD60,Y_LT18,T,SK,,,7.0,6.6,12.3,1.9,5.4,3.8,4.3,5.0,5.1,6.4,1.5,,2015,7.2
A,PC,A_MD60,Y_LT6,F,AT,,2.4,0.2,0.4,2.2,0.6,1.8,0.3,0.9,1.8,0.7,0.5,1.8,,2015,0.6
A,PC,A_MD60,Y_LT6,F,CZ,,,6.4,7.5,6.1,10.2,5.5,2.9,3.2,4.8,5.9,5.0,5.6,4.3,2015,3.9
A,PC,A_MD60,Y_LT6,F,HU,,,17.9,6.5,9.4,7.5,3.6,11.6,12.6,15.8,16.6,9.7,4.3,1.9,2015,4.7
A,PC,A_MD60,Y_LT6,F,PL,,,7.0,5.1,3.9,1.4,2.3,4.6,3.4,4.9,6.2,3.3,2.0,0.4,2015,2.5
A,PC,A_MD60,Y_LT6,F,RO,,,,,5.9,9.2,8.5,11.5,3.7,10.4,5.3,6.3,0.0,1.2,2015,9.2
A,PC,A_MD60,Y_LT6,F,SK,,,5.1,7.6,11.9,1.0,5.8,6.1,4.6,10.1,7.5,9.3,5.2,,2015,9.8
A,PC,A_MD60,Y_LT6,M,AT,,4.0,0.2,0.4,1.6,0.5,1.1,1.5,4.0,1.4,1.0,0.6,0.7,,2015,0.5
A,PC,A_MD60,Y_LT6,M,CZ,,,7.6,9.7,8.7,11.9,6.1,4.9,3.9,5.9,5.3,4.1,5.8,5.8,2015,5.5
A,PC,A_MD60,Y_LT6,M,HU,,,17.9,9.8,9.6,6.9,7.8,8.4,10.3,12.9,11.4,9.3,3.8,0.8,2015,2.1
A,PC,A_MD60,Y_LT6,M,PL,,,7.9,4.4,4.1,3.5,3.2,4.4,3.9,5.4,6.1,5.9,2.0,0.5,2015,3.4
A,PC,A_MD60,Y_LT6,M,RO,,,,,7.9,5.5,9.8,10.5,9.9,12.6,7.9,7.4,2.1,0.0,2015,4.4
A,PC,A_MD60,Y_LT6,M,SK,,,6.8,7.3,14.3,1.9,6.9,4.6,4.8,7.4,8.8,8.0,1.4,,2015,7.8
A,PC,A_MD60,Y_LT6,T,AT,,3.3,0.2,0.4,1.9,0.6,1.4,1.0,2.4,1.6,0.8,0.6,1.2,,2015,0.6
A,PC,A_MD60,Y_LT6,T,CZ,,,7.0,8.6,7.4,11.1,5.8,3.9,3.6,5.3,5.6,4.5,5.7,5.1,2015,4.8
A,PC,A_MD60,Y_LT6,T,HU,,,17.9,8.2,9.5,7.2,5.8,9.9,11.4,14.3,13.8,9.5,4.0,1.3,2015,3.4
A,PC,A_MD60,Y_LT6,T,PL,,,7.5,4.7,4.0,2.5,2.8,4.5,3.7,5.2,6.2,4.6,2.0,0.4,2015,3.0
A,PC,A_MD60,Y_LT6,T,RO,,,,,6.9,7.3,9.2,11.0,6.8,11.5,6.6,6.9,1.1,0.6,2015,6.6
A,PC,A_MD60,Y_LT6,T,SK,,,5.9,7.4,13.1,1.5,6.4,5.3,4.7,8.6,8.2,8.6,3.4,,2015,8.8
A,PC,B_MD60,TOTAL,F,AT,,37.9,27.7,31.0,32.6,40.6,43.5,38.6,38.5,38.4,40.1,36.7,34.2,,2015,35.5
A,PC,B_MD60,TOTAL,F,CZ,,,37.6,40.5,40.4,49.7,45.1,53.2,45.5,49.2,52.7,45.4,47.8,42.1,2015,49.6
A,PC,B_MD60,TOTAL,F,HU,,,46.7,40.2,41.5,43.3,37.6,37.7,41.5,39.9,40.7,37.8,35.3,21.2,2015,31.3
A,PC,B_MD60,TOTAL,F,PL,,,46.9,35.6,33.8,33.1,29.0,31.3,35.8,37.1,34.9,32.7,26.7,21.8,2015,31.0
A,PC,B_MD60,TOTAL,F,RO,,,,,46.3,43.6,38.3,40.7,23.6,45.1,42.4,40.1,15.6,16.5,2015,43.0
A,PC,B_MD60,TOTAL,F,SK,,,55.5,58.6,51.9,28.3,41.8,36.3,38.9,38.8,37.4,36.3,37.3,,2015,35.6
A,PC,B_MD60,TOTAL,M,AT,,35.1,27.1,26.6,29.7,35.2,38.6,34.0,35.1,35.4,37.9,36.7,37.1,,2015,34.0
A,PC,B_MD60,TOTAL,M,CZ,,,37.5,35.5,36.8,44.6,40.1,44.6,38.4,42.7,50.2,42.4,47.0,45.1,2015,45.9
A,PC,B_MD60,TOTAL,M,HU,,,45.6,39.5,36.2,41.7,34.3,35.6,39.6,37.8,40.7,39.1,32.9,21.1,2015,31.7
A,PC,B_MD60,TOTAL,M,PL,,,46.1,34.7,32.4,31.0,27.6,29.7,35.6,35.0,31.9,31.2,25.7,21.9,2015,30.4
A,PC,B_MD60,TOTAL,M,RO,,,,,42.7,40.2,36.3,39.2,22.8,44.9,40.7,40.2,17.0,17.3,2015,42.1
A,PC,B_MD60,TOTAL,M,SK,,,55.5,56.7,49.6,23.6,39.0,34.1,37.9,33.7,34.9,36.5,33.6,,2015,33.4
A,PC,B_MD60,TOTAL,T,AT,,36.7,27.4,29.1,31.4,38.1,41.3,36.6,36.9,37.0,39.1,36.7,35.5,,2015,34.8
A,PC,B_MD60,TOTAL,T,CZ,,,37.6,38.3,38.8,47.5,43.0,49.4,42.3,46.3,51.6,44.1,47.4,43.4,2015,48.0
A,PC,B_MD60,TOTAL,T,HU,,,46.2,39.8,39.0,42.5,36.0,36.7,40.6,38.8,40.7,38.4,34.2,21.2,2015,31.5
A,PC,B_MD60,TOTAL,T,PL,,,46.5,35.2,33.1,32.1,28.3,30.5,35.7,36.1,33.5,32.0,26.2,21.9,2015,30.7
A,PC,B_MD60,TOTAL,T,RO,,,,,44.6,42.0,37.3,40.0,23.2,45.0,41.5,40.1,16.3,16.9,2015,42.6
A,PC,B_MD60,TOTAL,T,SK,,,55.5,57.7,50.9,26.3,40.5,35.2,38.4,36.3,36.2,36.4,35.5,,2015,34.5
A,PC,B_MD60,Y12-17,F,AT,,40.4,18.4,14.1,15.4,19.6,25.5,17.4,8.2,15.9,27.8,41.9,16.4,,2015,28.4
A,PC,B_MD60,Y12-17,F,CZ,,,19.3,23.8,28.6,48.8,42.0,45.6,38.3,38.3,45.9,33.4,36.1,34.7,2015,43.3
A,PC,B_MD60,Y12-17,F,HU,,,33.7,29.4,31.3,30.1,23.0,24.3,33.0,28.7,28.7,24.5,29.8,22.2,2015,22.7
A,PC,B_MD60,Y12-17,F,PL,,,44.5,35.0,29.9,28.4,21.6,24.3,26.0,24.9,29.7,28.1,17.3,19.9,2015,24.9
A,PC,B_MD60,Y12-17,F,RO,,,,,36.9,38.9,32.5,31.8,17.2,34.7,38.4,38.1,15.0,11.0,2015,41.4
A,PC,B_MD60,Y12-17,F,SK,,,51.1,47.8,44.5,18.4,37.4,34.8,37.7,30.8,30.7,20.5,22.4,,2015,31.5
A,PC,B_MD60,Y12-17,M,AT,,29.4,14.8,21.0,24.5,6.4,15.2,19.1,5.9,29.1,27.1,28.7,21.1,,2015,16.7
A,PC,B_MD60,Y12-17,M,CZ,,,29.6,33.6,36.2,43.5,37.4,29.2,27.0,36.1,41.2,48.9,43.4,29.4,2015,46.0
A,PC,B_MD60,Y12-17,M,HU,,,37.7,38.3,26.7,29.0,32.0,26.9,27.7,24.7,32.5,29.0,30.2,15.0,2015,19.3
A,PC,B_MD60,Y12-17,M,PL,,,41.0,31.9,29.5,26.7,18.2,22.9,31.1,28.3,26.5,27.4,20.3,21.8,2015,26.1
A,PC,B_MD60,Y12-17,M,RO,,,,,38.4,37.4,32.0,32.0,21.8,44.5,34.2,34.7,9.7,10.5,2015,31.5
A,PC,B_MD60,Y12-17,M,SK,,,57.0,51.3,51.6,13.9,31.0,28.8,34.6,28.1,30.6,31.7,28.2,,2015,19.4
A,PC,B_MD60,Y12-17,T,AT,,34.2,16.4,17.6,20.4,12.9,20.2,18.3,6.8,22.8,27.4,34.0,18.7,,2015,21.4
A,PC,B_MD60,Y12-17,T,CZ,,,24.2,28.6,32.1,45.7,39.3,36.3,32.2,37.2,43.4,41.2,40.2,31.8,2015,44.5
A,PC,B_MD60,Y12-17,T,HU,,,35.9,33.9,28.9,29.5,27.9,25.6,30.2,26.7,30.7,26.7,30.0,18.5,2015,21.1
A,PC,B_MD60,Y12-17,T,PL,,,42.8,33.5,29.7,27.5,19.8,23.6,28.6,26.7,27.9,27.7,18.9,20.9,2015,25.6
A,PC,B_MD60,Y12-17,T,RO,,,,,37.7,38.2,32.2,31.9,19.3,39.4,36.5,36.3,12.0,10.7,2015,36.4
A,PC,B_MD60,Y12-17,T,SK,,,54.2,49.8,48.6,16.1,34.6,31.7,36.1,29.4,30.7,27.0,25.4,,2015,26.1
A,PC,B_MD60,Y15-19,F,AT,,42.8,30.7,19.9,20.5,13.9,24.5,16.3,16.0,38.0,35.2,36.1,16.5,,2015,28.8
A,PC,B_MD60,Y15-19,F,CZ,,,11.9,26.4,24.8,45.7,48.8,49.7,35.6,48.9,49.9,30.0,43.0,37.3,2015,50.9
A,PC,B_MD60,Y15-19,F,HU,,,43.6,29.8,28.4,29.9,25.5,28.1,38.0,31.0,23.7,25.8,30.0,13.2,2015,22.9
A,PC,B_MD60,Y15-19,F,PL,,,43.6,37.4,33.4,30.9,23.9,26.7,27.9,29.7,29.6,27.4,15.3,18.1,2015,26.7
A,PC,B_MD60,Y15-19,F,RO,,,,,41.8,42.0,33.6,33.9,23.5,33.2,38.4,30.5,7.0,26.2,2015,30.3
A,PC,B_MD60,Y15-19,F,SK,,,50.6,48.2,46.2,16.1,34.6,38.8,31.6,32.5,32.3,30.4,33.5,,2015,36.4
A,PC,B_MD60,Y15-19,M,AT,,36.5,13.3,21.3,17.1,14.7,14.3,36.9,28.0,41.3,29.2,42.3,23.0,,2015,29.1
A,PC,B_MD60,Y15-19,M,CZ,,,23.7,29.1,34.4,46.8,45.0,29.1,26.8,34.6,45.7,25.5,42.4,27.7,2015,30.9
A,PC,B_MD60,Y15-19,M,HU,,,49.2,33.5,25.9,28.5,33.1,29.2,28.4,30.9,35.5,31.4,35.5,14.1,2015,20.8
A,PC,B_MD60,Y15-19,M,PL,,,44.9,33.4,28.4,27.0,22.1,20.6,33.0,28.7,25.8,27.2,19.3,22.4,2015,23.4
A,PC,B_MD60,Y15-19,M,RO,,,,,43.3,41.3,23.4,31.5,19.4,41.2,24.6,37.3,11.2,11.3,2015,39.4
A,PC,B_MD60,Y15-19,M,SK,,,51.6,53.4,51.0,11.4,32.7,33.5,45.4,24.7,23.3,33.9,23.4,,2015,26.6
A,PC,B_MD60,Y15-19,T,AT,,40.0,22.6,20.6,18.9,14.3,19.9,27.0,21.9,39.6,32.2,39.7,19.2,,2015,29.0
